contigName	contigLen	totalAvgDepth	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam	Patl_draftAssembly_includesContamination.fasta.mapped.sorted.bam-var
NODE_386_length_65742_cov_2.60018	65742	16.0109	16.0109	23.2294
NODE_387_length_65632_cov_2.73872	65632	16.8507	16.8507	23.1079
NODE_388_length_65338_cov_1.98069	65338	11.6931	11.6931	18.4312
NODE_389_length_65248_cov_58.4894	65248	351.736	351.736	3607.89
NODE_390_length_65172_cov_41.9155	65172	256.842	256.842	2761.1
NODE_391_length_64991_cov_43.0134	64991	260.082	260.082	2230.29
NODE_392_length_64798_cov_40.9695	64798	248.347	248.347	943.808
NODE_393_length_64449_cov_8.8474	64449	49.3151	49.3151	85.0712
NODE_394_length_64199_cov_2.51576	64199	15.7338	15.7338	20.3841
NODE_395_length_64038_cov_2.67345	64038	16.4482	16.4482	22.3305
NODE_396_length_64031_cov_2.89091	64031	17.7011	17.7011	25.7651
NODE_397_length_64007_cov_9.78272	64007	63.5863	63.5863	188.58
NODE_398_length_63679_cov_132.833	63679	820.398	820.398	6752.81
NODE_399_length_63646_cov_2.55108	63646	15.8763	15.8763	25.8706
NODE_400_length_63373_cov_62.1335	63373	352.239	352.239	2972.71
NODE_401_length_63239_cov_9.92604	63239	65.0109	65.0109	124.506
NODE_402_length_63232_cov_1.94574	63232	12.318	12.318	18.4411
NODE_403_length_62935_cov_57.4484	62935	348.169	348.169	6155.47
NODE_404_length_62670_cov_117.668	62670	732.903	732.903	5138.76
NODE_405_length_62509_cov_2.18066	62509	12.7776	12.7776	20.2477
NODE_406_length_62081_cov_42.1338	62081	255.355	255.355	2292.99
NODE_407_length_61868_cov_8.3872	61868	46.6773	46.6773	73.2735
NODE_408_length_61849_cov_1.77397	61849	11.2967	11.2967	16.317
NODE_409_length_61681_cov_11.4522	61681	71.0576	71.0576	126.429
NODE_410_length_61581_cov_8.71499	61581	45.9654	45.9654	86.3312
NODE_411_length_61549_cov_44.3082	61549	266.268	266.268	2133.67
NODE_412_length_60582_cov_2.5771	60582	15.8778	15.8778	23.2672
NODE_413_length_60553_cov_8.35764	60553	46.6784	46.6784	66.2932
NODE_414_length_60535_cov_56.4675	60535	346.582	346.582	3812.69
NODE_415_length_60287_cov_126.458	60287	773.372	773.372	9037.55
NODE_416_length_60167_cov_54.7032	60167	328.734	328.734	4307.32
NODE_417_length_60098_cov_53.1454	60098	284.838	284.838	3944.33
NODE_418_length_59617_cov_2.00282	59617	12.178	12.178	16.7438
NODE_419_length_59434_cov_1.98583	59434	12.3662	12.3662	17.3895
NODE_420_length_59246_cov_43.935	59246	266.342	266.342	1449.65
NODE_421_length_59098_cov_2.8423	59098	17.3295	17.3295	28.3048
NODE_422_length_58765_cov_55.0564	58765	336.318	336.318	5325.97
NODE_423_length_58263_cov_1.9366	58263	11.8077	11.8077	16.5732
NODE_424_length_58022_cov_2.63063	58022	16.1887	16.1887	24.8226
NODE_425_length_57922_cov_119.69	57922	740.053	740.053	5139.48
NODE_426_length_57841_cov_2.73057	57841	17.0986	17.0986	27.2304
NODE_427_length_57801_cov_2.49808	57801	15.7276	15.7276	25.3808
NODE_428_length_57483_cov_1.83907	57483	11.4465	11.4465	16.1378
NODE_429_length_57387_cov_10.1575	57387	66.0465	66.0465	139.413
NODE_430_length_57247_cov_1.92658	57247	12.1223	12.1223	17.4085
NODE_431_length_57170_cov_2.54635	57170	15.8899	15.8899	23.2875
NODE_432_length_56442_cov_2.37436	56442	14.8218	14.8218	29.4333
NODE_433_length_56373_cov_2.67729	56373	16.5026	16.5026	24.911
NODE_434_length_56351_cov_122.468	56351	758.851	758.851	9831.35
NODE_435_length_56320_cov_2.84429	56320	17.0005	17.0005	26.502
NODE_436_length_56254_cov_57.7626	56254	353.992	353.992	3551.61
NODE_437_length_56092_cov_43.8495	56092	266.475	266.475	1392.74
NODE_438_length_56039_cov_42.9043	56039	261.865	261.865	3638.48
NODE_439_length_55936_cov_8.56643	55936	47.3909	47.3909	74.6846
NODE_440_length_55777_cov_1.82679	55777	11.4471	11.4471	21.4754
NODE_441_length_55740_cov_1.8064	55740	11.2931	11.2931	14.6679
NODE_442_length_55714_cov_9.8587	55714	64.8028	64.8028	144.889
NODE_443_length_55490_cov_43.5553	55490	263.93	263.93	2322.59
NODE_444_length_55354_cov_2.77936	55354	16.8395	16.8395	27.5575
NODE_445_length_55146_cov_17.3131	55146	105.416	105.416	319.138
NODE_446_length_54896_cov_54.6619	54896	331.836	331.836	4859.12
NODE_447_length_54772_cov_58.5012	54772	346.509	346.509	3664.62
NODE_448_length_54759_cov_1.84275	54759	11.6947	11.6947	15.8765
NODE_449_length_54726_cov_2.94042	54726	18.218	18.218	26.7073
NODE_450_length_54699_cov_42.1767	54699	259.082	259.082	2671.65
NODE_451_length_54670_cov_10.3691	54670	67.2491	67.2491	117.728
NODE_452_length_54645_cov_42.2889	54645	255.776	255.776	2889.06
NODE_453_length_54534_cov_13.0053	54534	82.8722	82.8722	3176.38
NODE_454_length_54379_cov_2.55526	54379	16.1067	16.1067	26.9422
NODE_455_length_54289_cov_1.9655	54289	11.7075	11.7075	16.6438
NODE_456_length_54286_cov_42.6579	54286	260.142	260.142	2228.11
NODE_457_length_54146_cov_48.8967	54146	296.402	296.402	2859.65
NODE_458_length_53979_cov_2.76827	53979	17.0221	17.0221	25.1181
NODE_459_length_53630_cov_1.99935	53630	11.7377	11.7377	16.9177
NODE_460_length_53532_cov_2.65709	53532	16.3656	16.3656	23.8699
NODE_461_length_53265_cov_45.489	53265	262.356	262.356	2583.42
NODE_462_length_53259_cov_49.1435	53259	298.877	298.877	3346.16
NODE_463_length_53035_cov_3.18787	53035	19.7607	19.7607	29.0754
NODE_464_length_53020_cov_2.78221	53020	17.0215	17.0215	26.2263
NODE_465_length_52975_cov_10.1417	52975	65.6747	65.6747	105.244
NODE_466_length_52962_cov_1.90062	52962	11.876	11.876	19.3386
NODE_467_length_52762_cov_50.2115	52762	307.689	307.689	5608.13
NODE_468_length_52739_cov_49.4527	52739	299.82	299.82	4064.44
NODE_469_length_52581_cov_12.9889	52581	81.0463	81.0463	153.853
NODE_470_length_52373_cov_59.227	52373	361.207	361.207	4076.28
NODE_471_length_52308_cov_51.9346	52308	312.843	312.843	2995.83
NODE_472_length_52296_cov_54.8241	52296	331.271	331.271	5944.3
NODE_473_length_52265_cov_51.5941	52265	294.129	294.129	15290.5
NODE_474_length_52114_cov_1.85492	52114	11.5557	11.5557	16.5803
NODE_475_length_52026_cov_11.268	52026	70.9758	70.9758	133.461
NODE_476_length_51816_cov_2.83864	51816	17.5992	17.5992	23.2442
NODE_477_length_51659_cov_75.8622	51659	461.016	461.016	4289.9
NODE_478_length_51587_cov_10.2111	51587	67.0821	67.0821	140.215
NODE_479_length_51469_cov_9.08187	51469	50.0321	50.0321	90.5352
NODE_480_length_51302_cov_2.64368	51302	16.491	16.491	19.9683
NODE_481_length_51295_cov_2.50443	51295	15.7935	15.7935	27.0635
NODE_482_length_51121_cov_1.87248	51121	11.8589	11.8589	14.3451
NODE_483_length_51082_cov_121.991	51082	752.535	752.535	4798.03
NODE_484_length_50717_cov_48.3748	50717	266.274	266.274	4254.67
NODE_485_length_50604_cov_8.35715	50604	46.4987	46.4987	70.9665
NODE_486_length_50193_cov_2.32341	50193	14.5525	14.5525	21.0769
NODE_487_length_50192_cov_42.9999	50192	260.432	260.432	2338.87
NODE_488_length_49980_cov_9.79003	49980	64.526	64.526	137.767
NODE_489_length_49792_cov_126.529	49792	781.343	781.343	5398.35
NODE_490_length_49488_cov_42.5052	49488	259.559	259.559	2333.26
NODE_491_length_49438_cov_1.78581	49438	11.2613	11.2613	16.4114
NODE_492_length_49303_cov_55.6675	49303	339.823	339.823	2959.8
NODE_493_length_49262_cov_17.6803	49262	108.629	108.629	557.337
NODE_494_length_49057_cov_2.03662	49057	12.8099	12.8099	22.6895
NODE_495_length_49022_cov_1.97188	49022	12.2443	12.2443	18.69
NODE_496_length_48959_cov_2.70998	48959	16.866	16.866	24.8751
NODE_497_length_48808_cov_2.65111	48808	16.1757	16.1757	23.7275
NODE_498_length_48759_cov_1.75568	48759	10.9422	10.9422	15.6131
NODE_499_length_48494_cov_54.18	48494	309.97	309.97	3077.86
NODE_500_length_48472_cov_50.1116	48472	305.154	305.154	2984.97
NODE_501_length_48322_cov_1.84742	48322	11.5783	11.5783	15.4201
NODE_502_length_48301_cov_2.73231	48301	16.8982	16.8982	27.1538
NODE_503_length_47953_cov_124.895	47953	768.294	768.294	10592.6
NODE_504_length_47944_cov_51.0355	47944	308.891	308.891	1895.67
NODE_505_length_47914_cov_42.0997	47914	260.29	260.29	2707.91
NODE_506_length_47849_cov_45.0775	47849	276.829	276.829	2206.19
NODE_507_length_47548_cov_11.7322	47548	72.3186	72.3186	142.027
NODE_508_length_47488_cov_2.2281	47488	13.0503	13.0503	18.2008
NODE_509_length_47468_cov_56.1972	47468	337.865	337.865	5745.44
NODE_510_length_47459_cov_9.55757	47459	63.333	63.333	106.866
NODE_511_length_47253_cov_41.8768	47253	256.307	256.307	2403.88
NODE_512_length_47192_cov_2.506	47192	15.53	15.53	25.1436
NODE_513_length_47117_cov_121.009	47117	753.756	753.756	3930.87
NODE_514_length_46914_cov_1.89904	46914	11.6551	11.6551	15.3048
NODE_515_length_46791_cov_125.268	46791	769.031	769.031	7410.77
NODE_516_length_46759_cov_8.27054	46759	45.7265	45.7265	72.4521
NODE_517_length_46749_cov_2.55736	46749	15.9615	15.9615	26.1704
NODE_518_length_46558_cov_2.05219	46558	12.2379	12.2379	19.5326
NODE_519_length_46504_cov_67.444	46504	406.899	406.899	4177.65
NODE_520_length_46298_cov_45.1959	46298	262.217	262.217	2408.41
NODE_521_length_46278_cov_2.54875	46278	15.7275	15.7275	23.2597
NODE_522_length_46213_cov_2.65616	46213	16.354	16.354	27.9173
NODE_523_length_46201_cov_41.3924	46201	254.023	254.023	2447.18
NODE_524_length_46147_cov_1.8824	46147	11.6745	11.6745	17.6641
NODE_525_length_46134_cov_43.8387	46134	267.334	267.334	1942.52
NODE_526_length_46073_cov_10.1957	46073	65.1324	65.1324	177.888
NODE_527_length_46052_cov_42.7738	46052	262.443	262.443	2537.19
NODE_528_length_46049_cov_45.3419	46049	265.948	265.948	3009.49
NODE_529_length_46037_cov_56.9406	46037	349.108	349.108	3857.29
NODE_530_length_46031_cov_9.96585	46031	65.1868	65.1868	139.889
NODE_531_length_45900_cov_2.75218	45900	16.6903	16.6903	25.8454
NODE_532_length_45885_cov_114.565	45885	657.343	657.343	23723.1
NODE_533_length_45839_cov_1.82973	45839	11.4707	11.4707	16.994
NODE_534_length_45710_cov_1.80922	45710	11.3393	11.3393	15.4528
NODE_535_length_45646_cov_45.5904	45646	273.111	273.111	2063.65
NODE_536_length_45558_cov_9.17893	45558	50.7083	50.7083	74.1907
NODE_537_length_45548_cov_8.09288	45548	51.2629	51.2629	177.724
NODE_538_length_45506_cov_91.0212	45506	567.862	567.862	5207.23
NODE_539_length_45448_cov_1.99433	45448	11.8126	11.8126	15.3977
NODE_540_length_45377_cov_1.95588	45377	12.4744	12.4744	16.9511
NODE_541_length_45366_cov_52.8091	45366	325.342	325.342	5140.61
NODE_542_length_45327_cov_43.0794	45327	265.339	265.339	1834.21
NODE_543_length_45280_cov_42.2781	45280	256.523	256.523	3049.6
NODE_544_length_45227_cov_1.86934	45227	11.5704	11.5704	17.0266
NODE_545_length_45053_cov_10.4143	45053	67.007	67.007	147.092
NODE_546_length_44837_cov_1.50333	44837	9.00235	9.00235	11.4735
NODE_547_length_44755_cov_42.7387	44755	255.972	255.972	2224
NODE_548_length_44685_cov_1.88047	44685	11.8331	11.8331	20.1248
NODE_549_length_44498_cov_59.1079	44498	364.032	364.032	7068.97
NODE_550_length_44429_cov_43.705	44429	260.887	260.887	1793.5
NODE_551_length_44337_cov_2.61943	44337	15.7999	15.7999	23.4407
NODE_552_length_44103_cov_2.99566	44103	18.7397	18.7397	27.7253
NODE_553_length_44047_cov_62.9177	44047	373.153	373.153	3402.54
NODE_554_length_44039_cov_2.27304	44039	14.2324	14.2324	22.1221
NODE_555_length_44035_cov_1.83649	44035	11.1218	11.1218	15.0579
NODE_556_length_43988_cov_2.68113	43988	16.5076	16.5076	21.9093
NODE_557_length_43961_cov_2.98983	43961	17.8755	17.8755	29.3347
NODE_558_length_43932_cov_42.4515	43932	257.027	257.027	2891.91
NODE_559_length_43830_cov_1.818	43830	11.2679	11.2679	16.6853
NODE_560_length_43829_cov_54.7931	43829	337.7	337.7	5539.4
NODE_561_length_43815_cov_2.73718	43815	16.884	16.884	26.589
NODE_562_length_43677_cov_48.4457	43677	292.996	292.996	1853.27
NODE_563_length_43613_cov_1.97682	43613	12.2623	12.2623	17.7563
NODE_564_length_43565_cov_50.848	43565	298.957	298.957	2301.85
NODE_565_length_43495_cov_59.1423	43495	362.716	362.716	3756.67
NODE_566_length_43403_cov_123.471	43403	769.281	769.281	5864.43
NODE_567_length_43395_cov_2.01864	43395	12.3068	12.3068	16.574
NODE_568_length_43174_cov_2.66832	43174	16.2751	16.2751	24.412
NODE_569_length_43030_cov_7.77914	43030	43.2657	43.2657	78.8543
NODE_570_length_43015_cov_2.44089	43015	15.0284	15.0284	20.5959
NODE_571_length_42994_cov_42.7152	42994	258.423	258.423	3566.74
NODE_572_length_42968_cov_2.04576	42968	12.3088	12.3088	18.8035
NODE_573_length_42876_cov_2.49817	42876	15.1941	15.1941	21.0524
NODE_574_length_42813_cov_1.92341	42813	12.1743	12.1743	19.5705
NODE_575_length_42780_cov_55.5904	42780	344.814	344.814	3707.95
NODE_576_length_42749_cov_45.3779	42749	279.997	279.997	4714.22
NODE_577_length_42691_cov_2.67076	42691	16.2022	16.2022	33.1751
NODE_578_length_42616_cov_44.998	42616	272.795	272.795	1811.98
NODE_579_length_42574_cov_61.5887	42574	385.785	385.785	13849.5
NODE_580_length_42489_cov_47.6202	42489	288.44	288.44	3812.48
NODE_581_length_42449_cov_41.4688	42449	250.849	250.849	3967.77
NODE_582_length_42393_cov_2.6482	42393	16.2131	16.2131	24.8336
NODE_583_length_42271_cov_45.6942	42271	264.176	264.176	5854.96
NODE_584_length_42222_cov_16.0098	42222	100.13	100.13	259.276
NODE_585_length_42221_cov_49.3551	42221	295.321	295.321	3041.18
NODE_586_length_42167_cov_51.2123	42167	310.737	310.737	2638.29
NODE_587_length_42116_cov_5.96109	42116	35.9354	35.9354	66.0869
NODE_588_length_42078_cov_43.0839	42078	262.539	262.539	2222.02
NODE_589_length_41889_cov_2.61714	41889	16.1471	16.1471	22.4887
NODE_590_length_41773_cov_2.63054	41773	16.5776	16.5776	25.5947
NODE_591_length_41736_cov_58.3372	41736	355.345	355.345	4630.29
NODE_592_length_41670_cov_43.1393	41670	263.02	263.02	2126.63
NODE_593_length_41622_cov_10.0284	41622	65.2318	65.2318	132.484
NODE_594_length_41605_cov_8.33911	41605	45.5638	45.5638	73.4365
NODE_595_length_41590_cov_43.4094	41590	260.871	260.871	2497.49
NODE_596_length_41568_cov_8.23561	41568	45.2622	45.2622	70.4984
NODE_597_length_41528_cov_49.6941	41528	302.307	302.307	2420.82
NODE_598_length_41364_cov_2.76407	41364	16.9992	16.9992	27.0048
NODE_599_length_41327_cov_2.69414	41327	16.5366	16.5366	25.7415
NODE_600_length_41254_cov_2.47273	41254	15.5897	15.5897	22.2199
NODE_601_length_41224_cov_1.90615	41224	11.5225	11.5225	16.8333
NODE_602_length_41031_cov_2.8815	41031	17.5683	17.5683	26.2015
NODE_603_length_41010_cov_44.7896	41010	266.319	266.319	2537.58
NODE_604_length_40999_cov_1.97191	40999	11.6946	11.6946	16.3101
NODE_605_length_40882_cov_2.15203	40882	12.5955	12.5955	18.8125
NODE_606_length_40817_cov_44.9554	40817	271.323	271.323	2316.86
NODE_607_length_40768_cov_62.4673	40768	379.93	379.93	6109.17
NODE_608_length_40714_cov_43.4164	40714	266.114	266.114	1693.57
NODE_609_length_40685_cov_42.1232	40685	256.775	256.775	2186.37
NODE_610_length_40422_cov_8.44963	40422	46.8318	46.8318	90.0682
NODE_611_length_40380_cov_44.1597	40380	267.939	267.939	2014.18
NODE_612_length_40378_cov_143.332	40378	751.858	751.858	19095.7
NODE_613_length_40335_cov_14.6218	40335	91.9028	91.9028	189.897
NODE_614_length_40251_cov_3.01576	40251	18.7198	18.7198	31.6398
NODE_615_length_40240_cov_42.7281	40240	260.923	260.923	1879.11
NODE_616_length_40229_cov_2.75164	40229	17.069	17.069	33.3082
NODE_617_length_40062_cov_43.5385	40062	264.344	264.344	2156.9
NODE_618_length_39976_cov_42.5401	39976	253.213	253.213	3385.46
NODE_619_length_39922_cov_2.69462	39922	16.6829	16.6829	24.5636
NODE_620_length_39875_cov_13.5572	39875	85.3032	85.3032	160.372
NODE_621_length_39720_cov_1.90565	39720	11.6064	11.6064	17.148
NODE_622_length_39459_cov_48.1905	39459	283.193	283.193	2045.18
NODE_623_length_39435_cov_52.7146	39435	282.666	282.666	2531.33
NODE_624_length_39434_cov_2.78524	39434	16.7847	16.7847	27.6926
NODE_625_length_39430_cov_55.147	39430	334.475	334.475	75499.2
NODE_626_length_39422_cov_2.61649	39422	16.9692	16.9692	23.9437
NODE_627_length_39372_cov_43.9312	39372	265.339	265.339	2240.76
NODE_628_length_39352_cov_3.67162	39352	22.9283	22.9283	30.4554
NODE_629_length_39350_cov_2.84046	39350	16.6161	16.6161	26.331
NODE_630_length_39254_cov_45.4038	39254	273.826	273.826	1522.28
NODE_631_length_39186_cov_1.70601	39186	10.539	10.539	15.9154
NODE_632_length_39119_cov_8.89533	39119	49.3184	49.3184	85.5239
NODE_633_length_39110_cov_2.31138	39110	14.4862	14.4862	19.301
NODE_634_length_39103_cov_49.0575	39103	299.374	299.374	3094.23
NODE_635_length_39093_cov_2.62651	39093	15.9655	15.9655	21.5159
NODE_636_length_39037_cov_2.61681	39037	16.1331	16.1331	25.7247
NODE_637_length_38945_cov_61.5565	38945	366.327	366.327	4256.38
NODE_638_length_38942_cov_8.90816	38942	56.1491	56.1491	109.674
NODE_639_length_38915_cov_59.5973	38915	358.18	358.18	2312.23
NODE_640_length_38876_cov_2.62924	38876	16.2528	16.2528	24.0088
NODE_641_length_38829_cov_6.99313	38829	43.5976	43.5976	65.1617
NODE_642_length_38757_cov_10.2603	38757	66.0976	66.0976	114.448
NODE_643_length_38596_cov_1.96068	38596	12.2729	12.2729	14.2058
NODE_644_length_38452_cov_8.29279	38452	46.6322	46.6322	74.0809
NODE_645_length_38430_cov_2.63641	38430	16.1801	16.1801	24.2364
NODE_646_length_38397_cov_2.53953	38397	15.3511	15.3511	26.525
NODE_647_length_38351_cov_1.94997	38351	12.4884	12.4884	15.6982
NODE_648_length_38314_cov_2.5639	38314	15.8239	15.8239	21.6395
NODE_649_length_38296_cov_119.87	38296	737.643	737.643	14010.7
NODE_650_length_38271_cov_53.0395	38271	319.359	319.359	6290.28
NODE_651_length_38209_cov_8.9097	38209	47.521	47.521	89.161
NODE_652_length_38189_cov_3.02082	38189	18.2022	18.2022	99.6041
NODE_653_length_38051_cov_1.9471	38051	12.1092	12.1092	15.7695
NODE_654_length_38013_cov_10.493	38013	67.5399	67.5399	138.693
NODE_655_length_38004_cov_2.49002	38004	15.569	15.569	26.9023
NODE_656_length_37947_cov_95.6903	37947	597.357	597.357	3321.93
NODE_657_length_37843_cov_1.77825	37843	10.9646	10.9646	15.4794
NODE_658_length_37835_cov_1.93365	37835	12.0357	12.0357	16.3603
NODE_659_length_37832_cov_46.7614	37832	288.369	288.369	2889.31
NODE_660_length_37708_cov_2.32838	37708	14.3691	14.3691	26.1528
NODE_661_length_37655_cov_1.94518	37655	11.9957	11.9957	18.1366
NODE_662_length_37623_cov_2.56949	37623	15.8921	15.8921	26.9148
NODE_663_length_37586_cov_56.1525	37586	340.62	340.62	4110.83
NODE_664_length_37564_cov_56.4111	37564	344.443	344.443	2677.23
NODE_665_length_37528_cov_1.9957	37528	12.1648	12.1648	17.6359
NODE_666_length_37462_cov_44.433	37462	268.111	268.111	2556.04
NODE_667_length_37461_cov_2.73089	37461	16.8678	16.8678	25.391
NODE_668_length_37211_cov_2.65957	37211	16.0546	16.0546	25.7776
NODE_669_length_36881_cov_48.8207	36881	300.183	300.183	2089.26
NODE_670_length_36796_cov_1.52598	36796	9.51324	9.51324	13.1014
NODE_671_length_36726_cov_43.3642	36726	265.491	265.491	1942.32
NODE_672_length_36720_cov_7.81664	36720	46.9451	46.9451	175.344
NODE_673_length_36628_cov_1.83766	36628	11.7136	11.7136	15.4748
NODE_674_length_36388_cov_2.70878	36388	16.6253	16.6253	28.5024
NODE_675_length_36356_cov_8.28332	36356	45.8613	45.8613	82.5908
NODE_676_length_36343_cov_9.83393	36343	65.2877	65.2877	111.806
NODE_677_length_36311_cov_17.4477	36311	106.116	106.116	353.61
NODE_678_length_36291_cov_2.73711	36291	17.2875	17.2875	28.4636
NODE_679_length_36211_cov_2.69685	36211	16.7754	16.7754	27.7449
NODE_680_length_36126_cov_51.3969	36126	309.17	309.17	2384.87
NODE_681_length_36099_cov_46.9877	36099	283.158	283.158	1775.55
NODE_682_length_35986_cov_42.8706	35986	258.897	258.897	1754.27
NODE_683_length_35972_cov_2.61348	35972	16.0506	16.0506	26.2594
NODE_684_length_35884_cov_55.7186	35884	338.147	338.147	3028.87
NODE_685_length_35835_cov_48.8529	35835	297.354	297.354	2799.25
NODE_686_length_35807_cov_11.322	35807	70.5589	70.5589	139.617
NODE_687_length_35716_cov_62.5471	35716	359.179	359.179	4178.53
NODE_688_length_35679_cov_124.875	35679	767.161	767.161	6578.97
NODE_689_length_35651_cov_44.5858	35651	270.932	270.932	1864.37
NODE_690_length_35635_cov_50.0647	35635	301.977	301.977	2301.79
NODE_691_length_35483_cov_59.1348	35483	361.083	361.083	12455.4
NODE_692_length_35446_cov_1.91995	35446	12.1967	12.1967	14.9611
NODE_693_length_35445_cov_44.7276	35445	264.524	264.524	2075.04
NODE_694_length_35415_cov_42.9649	35415	262.503	262.503	1750.99
NODE_695_length_35379_cov_45.9249	35379	271.349	271.349	9578.9
NODE_696_length_35323_cov_1.91666	35323	12.3036	12.3036	18.8107
NODE_697_length_35278_cov_2.05633	35278	11.8508	11.8508	18.0469
NODE_698_length_35178_cov_1.84264	35178	11.398	11.398	17.405
